driver_number,broadcast_name,country_code_x,year,session_name,date_start,time_start,date_end,time_end,gmt_offset,starting_position,wins_before,pit_stops_count,avg_pit_stop_duration,qualifying_position_y,num_stints,used_soft,used_medium,used_hard,num_red_flags,num_safety_car_deployed,num_yellow_flags,num_double_yellow_flags,penalty_seconds,air_temp_mean,track_temp_mean,humidity_mean,pressure_mean,is_rainfall,wind_speed_mean,final_position
3,D RICCIARDO,AUS,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,19,0,0,0.0,9,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,16
4,L NORRIS,GBR,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,7,0,1,26.3,3,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,7
4,L NORRIS,GBR,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,7,0,1,26.3,3,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,7
10,P GASLY,FRA,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,12,0,0,0.0,18,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,11
10,P GASLY,FRA,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,12,0,0,0.0,18,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,11
11,S PEREZ,MEX,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,2,3,0,0.0,5,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,2
11,S PEREZ,MEX,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,2,3,0,0.0,5,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,2
14,F ALONSO,ESP,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,9,0,1,23.9,11,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,5
14,F ALONSO,ESP,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,9,0,1,23.9,11,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,5
16,C LECLERC,MON,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,1,0,1,26.5,4,3,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,3
16,C LECLERC,MON,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,1,0,1,26.5,4,3,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,3
18,L STROLL,CAN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,10,0,0,0.0,17,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,9
18,L STROLL,CAN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,10,0,0,0.0,17,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,9
20,K MAGNUSSEN,DEN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,16,0,1,24.4,8,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,15
20,K MAGNUSSEN,DEN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,16,0,1,24.4,8,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,15
22,Y TSUNODA,JPN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,11,0,1,23.3,7,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,10
22,Y TSUNODA,JPN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,11,0,1,23.3,7,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,10
23,A ALBON,THA,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,15,0,0,0.0,6,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,14
23,A ALBON,THA,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,15,0,0,0.0,6,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,14
24,G ZHOU,CHN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,17,0,1,24.8,15,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,13
24,G ZHOU,CHN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,17,0,1,24.8,15,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,13
27,N HULKENBERG,GER,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,20,0,0,0.0,10,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,18
27,N HULKENBERG,GER,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,20,0,0,0.0,10,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,18
31,E OCON,FRA,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,14,0,1,24.0,19,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,8
31,E OCON,FRA,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,14,0,1,24.0,19,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,8
44,L HAMILTON,GBR,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,3,0,0,0.0,12,2,0,0,0,0,1,16,10,5,19.58,27.29,77.01,961.51,1,1.13,4
44,L HAMILTON,GBR,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,3,0,0,0.0,12,2,0,0,0,0,1,16,10,5,19.58,27.29,77.01,961.51,1,1.13,4
55,C SAINZ,ESP,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,4,0,0,0.0,1,3,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,19
55,C SAINZ,ESP,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,4,0,0,0.0,1,3,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,19
63,G RUSSELL,GBR,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,8,0,1,24.5,13,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,6
63,G RUSSELL,GBR,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,8,0,1,24.5,13,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,6
77,V BOTTAS,FIN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,13,0,0,0.0,14,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,12
77,V BOTTAS,FIN,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,13,0,0,0.0,14,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,12
81,O PIASTRI,AUS,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,5,0,0,0.0,2,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,20
81,O PIASTRI,AUS,2023,Sprint,2023-07-29,15:05:00,2023-07-29,15:35:00,02:00:00,5,0,0,0.0,2,2,0,0,0,0,1,16,10,0,19.58,27.29,77.01,961.51,1,1.13,20
1,M VERSTAPPEN,NED,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,6,10,2,22.9,20,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,1
1,M VERSTAPPEN,NED,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,6,11,2,22.9,20,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,1
2,L SARGEANT,USA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,18,0,3,23.5,16,4,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,17
2,L SARGEANT,USA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,18,0,3,23.5,16,4,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,17
3,D RICCIARDO,AUS,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,19,0,2,23.0,9,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,16
3,D RICCIARDO,AUS,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,19,0,2,23.0,9,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,16
4,L NORRIS,GBR,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,7,0,2,24.35,3,3,1,1,1,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,7
4,L NORRIS,GBR,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,7,0,2,24.35,3,3,1,1,1,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,7
10,P GASLY,FRA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,12,0,1,25.6,18,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,11
10,P GASLY,FRA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,12,0,1,25.6,18,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,11
11,S PEREZ,MEX,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,2,3,2,23.15,5,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,2
11,S PEREZ,MEX,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,2,3,2,23.15,5,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,2
14,F ALONSO,ESP,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,9,0,2,23.35,11,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,5
14,F ALONSO,ESP,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,9,0,2,23.35,11,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,5
16,C LECLERC,MON,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,1,0,2,23.15,4,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,3
16,C LECLERC,MON,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,1,0,2,23.15,4,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,3
18,L STROLL,CAN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,10,0,1,25.3,17,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,9
18,L STROLL,CAN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,10,0,1,25.3,17,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,9
20,K MAGNUSSEN,DEN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,16,0,2,23.55,8,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,15
20,K MAGNUSSEN,DEN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,16,0,2,23.55,8,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,15
22,Y TSUNODA,JPN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,11,0,2,22.65,7,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,10
22,Y TSUNODA,JPN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,11,0,2,22.65,7,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,10
23,A ALBON,THA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,15,0,3,24.0,6,4,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,14
23,A ALBON,THA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,15,0,3,24.0,6,4,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,14
24,G ZHOU,CHN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,17,0,2,24.2,15,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,13
24,G ZHOU,CHN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,17,0,2,24.2,15,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,13
27,N HULKENBERG,GER,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,20,0,2,24.85,10,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,18
27,N HULKENBERG,GER,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,20,0,2,24.85,10,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,18
31,E OCON,FRA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,14,0,2,23.15,19,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,8
31,E OCON,FRA,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,14,0,2,23.15,19,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,8
44,L HAMILTON,GBR,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,3,0,3,23.03333333333333,12,4,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,4
44,L HAMILTON,GBR,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,3,0,3,23.03333333333333,12,4,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,4
55,C SAINZ,ESP,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,4,0,1,23.3,1,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,19
55,C SAINZ,ESP,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,4,0,1,23.3,1,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,19
63,G RUSSELL,GBR,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,8,0,1,23.8,13,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,6
63,G RUSSELL,GBR,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,8,0,1,23.8,13,2,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,6
77,V BOTTAS,FIN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,13,0,2,23.5,14,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,12
77,V BOTTAS,FIN,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,13,0,2,23.5,14,3,1,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,12
81,O PIASTRI,AUS,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,5,0,0,0.0,2,1,0,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,20
81,O PIASTRI,AUS,2023,Race,2023-07-30,13:00:00,2023-07-30,15:00:00,02:00:00,5,0,0,0.0,2,1,0,1,0,0,0,4,5,0,17.87,28.24,61.93,966.63,1,1.59,20
1,M VERSTAPPEN,NED,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,1,12,6,430.2166666666667,1,7,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,1
2,L SARGEANT,USA,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,10,0,0,0.0,14,1,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,20
4,L NORRIS,GBR,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,2,0,6,427.7333333333333,10,7,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,7
10,P GASLY,FRA,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,12,0,5,507.36,11,6,1,0,0,1,2,6,2,5,16.79,24.94,70.78,1007.82,1,2.82,3
11,S PEREZ,MEX,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,7,3,6,430.88333333333327,3,7,1,0,0,1,2,6,2,5,16.79,24.94,70.78,1007.82,1,2.82,4
14,F ALONSO,ESP,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,5,0,5,508.34,4,6,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,2
16,C LECLERC,MON,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,9,0,2,29.9,9,3,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,19
18,L STROLL,CAN,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,11,0,7,363.6285714285714,17,8,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,11
20,K MAGNUSSEN,DEN,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,20,0,6,420.1166666666666,20,7,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,14
22,Y TSUNODA,JPN,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,17,0,5,504.30000000000007,13,6,1,0,0,1,2,6,2,5,16.79,24.94,70.78,1007.82,1,2.82,16
23,A ALBON,THA,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,4,0,4,630.875,6,5,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,8
24,G ZHOU,CHN,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,15,0,4,21.25,19,5,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,18
27,N HULKENBERG,GER,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,14,0,5,501.42,15,6,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,12
31,E OCON,FRA,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,16,0,6,425.3999999999999,16,7,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,10
40,L LAWSON,NZL,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,19,0,7,365.5714285714286,18,8,1,1,0,1,2,6,2,10,16.79,24.94,70.78,1007.82,1,2.82,13
44,L HAMILTON,GBR,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,13,0,5,502.24,5,6,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,6
55,C SAINZ,ESP,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,6,0,5,504.52,12,6,1,0,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,5
63,G RUSSELL,GBR,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,3,0,7,370.45714285714286,2,8,1,0,1,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,17
77,V BOTTAS,FIN,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,18,0,5,499.52,8,6,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,15
81,O PIASTRI,AUS,2023,Race,2023-08-27,13:00:00,2023-08-27,15:00:00,02:00:00,8,0,5,506.66,7,6,1,1,0,1,2,6,2,0,16.79,24.94,70.78,1007.82,1,2.82,9
1,M VERSTAPPEN,NED,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,2,13,1,24.2,2,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,1
2,L SARGEANT,USA,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,15,0,1,24.7,15,2,0,1,1,0,0,0,2,5,29.33,42.93,42.32,1000.56,0,1.14,13
4,L NORRIS,GBR,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,9,0,1,23.7,17,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,8
10,P GASLY,FRA,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,17,0,2,25.950000000000003,20,3,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,15
11,S PEREZ,MEX,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,5,3,1,23.8,10,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,2
14,F ALONSO,ESP,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,10,0,1,24.7,5,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,9
16,C LECLERC,MON,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,3,0,1,23.9,4,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,4
18,L STROLL,CAN,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,20,0,1,25.6,11,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,16
20,K MAGNUSSEN,DEN,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,19,0,2,24.65,7,3,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,18
22,Y TSUNODA,JPN,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,11,0,0,0.0,13,1,0,1,0,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,20
23,A ALBON,THA,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,6,0,1,24.5,9,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,7
24,G ZHOU,CHN,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,16,0,2,25.1,19,3,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,14
27,N HULKENBERG,GER,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,13,0,2,25.15,8,3,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,17
31,E OCON,FRA,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,18,0,1,24.2,18,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,19
40,L LAWSON,NZL,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,12,0,2,24.2,12,3,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,11
44,L HAMILTON,GBR,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,8,0,1,24.2,3,2,0,1,1,0,0,0,2,5,29.33,42.93,42.32,1000.56,0,1.14,6
55,C SAINZ,ESP,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,1,0,1,25.1,1,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,3
63,G RUSSELL,GBR,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,4,0,1,24.2,6,2,0,1,1,0,0,0,2,5,29.33,42.93,42.32,1000.56,0,1.14,5
77,V BOTTAS,FIN,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,14,0,1,24.6,16,2,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,10
81,O PIASTRI,AUS,2023,Race,2023-09-03,13:00:00,2023-09-03,15:00:00,02:00:00,7,0,2,27.9,14,3,0,1,1,0,0,0,2,0,29.33,42.93,42.32,1000.56,0,1.14,12
1,M VERSTAPPEN,NED,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,11,14,1,29.6,4,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,5
2,L SARGEANT,USA,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,18,0,2,47.25,20,3,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,14
4,L NORRIS,GBR,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,4,0,1,29.4,3,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,2
10,P GASLY,FRA,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,12,0,1,31.8,15,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,6
11,S PEREZ,MEX,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,13,3,1,28.9,8,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,8
14,F ALONSO,ESP,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,7,0,2,41.650000000000006,13,3,1,1,1,0,2,11,5,5,29.84,36.42,72.03,1008.98,0,1.42,15
16,C LECLERC,MON,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,3,0,1,32.8,5,2,1,0,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,4
20,K MAGNUSSEN,DEN,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,6,0,2,32.2,11,3,1,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,10
22,Y TSUNODA,JPN,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,15,0,0,0.0,10,1,1,0,0,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,19
23,A ALBON,THA,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,14,0,2,29.9,17,3,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,11
24,G ZHOU,CHN,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,19,0,2,30.3,19,3,1,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,12
27,N HULKENBERG,GER,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,9,0,1,35.4,9,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,13
31,E OCON,FRA,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,8,0,1,29.7,12,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,18
40,L LAWSON,NZL,2023,Race,2023-09-17,12:00:00,2023-09-17,14:00:00,08:00:00,10,0,1,32.3,16,2,0,1,1,0,2,11,5,0,29.84,36.42,72.03,1008.98,0,1.42,9
